PROSPECTID,time_since_recent_payment,time_since_first_deliquency,time_since_recent_deliquency,num_times_delinquent,max_delinquency_level,max_recent_level_of_deliq,num_deliq_6mts,num_deliq_12mts,num_deliq_6_12mts,max_deliq_6mts,max_deliq_12mts,num_times_30p_dpd,num_times_60p_dpd,num_std,num_std_6mts,num_std_12mts,num_sub,num_sub_6mts,num_sub_12mts,num_dbt,num_dbt_6mts,num_dbt_12mts,num_lss,num_lss_6mts,num_lss_12mts,recent_level_of_deliq,tot_enq,CC_enq,CC_enq_L6m,CC_enq_L12m,PL_enq,PL_enq_L6m,PL_enq_L12m,time_since_recent_enq,enq_L12m,enq_L6m,enq_L3m,MARITALSTATUS,EDUCATION,AGE,GENDER,NETMONTHLYINCOME,Time_With_Curr_Empr,pct_of_active_TLs_ever,pct_opened_TLs_L6m_of_L12m,pct_currentBal_all_TL,CC_utilization,CC_Flag,PL_utilization,PL_Flag,pct_PL_enq_L6m_of_L12m,pct_CC_enq_L6m_of_L12m,pct_PL_enq_L6m_of_ever,pct_CC_enq_L6m_of_ever,max_unsec_exposure_inPct,HL_Flag,GL_Flag,last_prod_enq2,first_prod_enq2,Credit_Score,Approved_Flag,HAS_CC,HAS_PL,Total_TL,Tot_Active_TL,Tot_Closed_TL,total_tl_opened_l6m,tot_tl_closed_l6m,pct_tl_closed_l6m,pct_tl_open_l6m,pct_active_tl,pct_closed_tl,total_tl_opened_l12m,tot_tl_closed_l12m,pct_tl_open_l12m,pct_tl_closed_l12M,Tot_Missed_Pmnt,Auto_TL,CC_TL,Consumer_TL,Gold_TL,Home_TL,PL_TL,Secured_TL,Unsecured_TL,Other_TL,Age_Oldest_TL,Age_Newest_TL
25604,42,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,372,0,0,0,Married,POST-GRADUATE,37,M,32000,64,1,0,0.119000003,0.119000003,1,NULL,0,0,0,0,0,0.856999993,0,0,CC,ConsumerLoan,692,2,1,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,21,12
25605,67,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,51,16,30,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,482,0,0,0,Married,SSC,39,M,16882,129,0.555999994,1,0.866999984,NULL,0,0.816999972,1,0,0,0,0,35.30400085,0,0,PL,PL,727,1,0,1,9,5,4,3,2,0.222000003,0.333000004,0.555999994,0.444000006,3,2,0.333000004,0.222000003,2,0,0,0,0,0,3,6,3,6,39,2
25606,721,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,GRADUATE,35,M,18000,130,0.666999996,0,0,NULL,0,NULL,0,0,0,0,0,NULL,1,0,others,others,695,2,0,0,3,2,1,0,0,0,0,0.666999996,0.333000004,0,0,0,0,0,2,0,0,1,0,0,3,0,0,65,36
25607,17,32,21,6,21,21,0,0,0,NULL,NULL,0,0,50,15,33,0,0,0,0,0,0,0,0,0,9,6,0,0,0,2,0,1,305,3,0,0,Married,POST-GRADUATE,50,M,31000,364,0.42899999,0,0.856999993,NULL,0,0.874000013,1,0,0,0,0,6.452000141,0,1,others,HL,743,1,0,1,7,3,4,0,0,0,0,0.42899999,0.57099998,1,0,0.143000007,0,0,1,0,0,0,5,1,6,1,0,222,11
25608,28,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,18,5,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,32,2,2,1,Married,UNDER GRADUATE,45,M,30000,106,0.833000004,0.333000004,0.467000008,NULL,0,NULL,0,0,0,0,0,6.224999905,0,0,others,ConsumerLoan,685,2,0,0,6,5,1,1,1,0.166999996,0.166999996,0.833000004,0.166999996,3,1,0.5,0.166999996,1,0,0,4,0,0,0,0,6,2,24,6
25609,1282,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Single,SSC,25,M,18500,24,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,679,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,62,62
25610,38,33,13,7,47,25,0,0,0,0,0,2,0,78,15,37,0,0,0,0,0,0,0,0,0,11,2,0,0,0,0,0,0,1,1,1,1,Married,OTHERS,50,M,22000,155,0.200000003,0.5,0.386000007,NULL,0,NULL,0,0,0,0,0,13.63599968,1,0,ConsumerLoan,others,712,1,0,0,15,3,12,1,1,0.067000002,0.067000002,0.200000003,0.800000012,2,2,0.133000001,0.133000001,2,0,0,0,10,0,0,14,1,5,102,1
25611,61,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,15,2,0,0,1,0,1,8,2,1,1,Single,GRADUATE,46,M,30000,244,0.114,1,0.717999995,0.814999998,1,NULL,0,0,0,0,0,5.875999928,1,0,ConsumerLoan,others,698,2,1,0,44,5,39,1,1,0.023,0.023,0.114,0.885999978,1,1,0.023,0.023,0,7,1,2,20,0,0,41,3,14,122,6
25612,58,24,19,6,153,3,0,0,0,0,0,5,4,33,4,10,0,0,0,0,0,0,0,0,0,3,9,3,0,0,0,0,0,533,0,0,0,Married,OTHERS,35,M,24000,83,0.25,0,0.760999978,0.004,1,NULL,0,0,0,0,0,4.190999985,0,1,AL,CC,687,2,1,0,8,2,6,0,1,0.125,0,0.25,0.75,0,1,0,0.125,0,1,5,0,0,2,0,3,5,0,133,42
25613,68,21,18,4,61,31,0,0,0,0,0,3,1,61,4,21,0,0,0,0,0,0,0,0,0,31,4,0,0,0,2,1,2,1,4,3,3,Married,12TH,48,M,30000,185,0.307999998,0,0.730000019,NULL,0,NULL,0,0.5,0,0.5,0,1,1,0,PL,PL,693,2,0,0,13,4,9,0,0,0,0,0.307999998,0.691999972,6,5,0.462000012,0.38499999,0,0,0,1,10,0,0,11,2,2,127,6
25614,107,15,6,4,61,28,0,1,1,0,28,2,2,13,7,9,0,0,0,0,0,0,0,0,0,28,1,0,0,0,0,0,0,36,1,1,1,Married,OTHERS,35,M,NULL,126,0.400000006,1,0.913999975,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,681,2,0,0,5,2,3,1,1,0.200000003,0.200000003,0.400000006,0.600000024,1,2,0.200000003,0.400000006,1,0,0,0,0,0,0,5,0,5,40,4
25615,52,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,25,5,11,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,638,0,0,0,Married,GRADUATE,26,M,27500,38,0.400000006,0,0.143000007,NULL,0,NULL,0,0,0,0,0,0.720000029,0,0,ConsumerLoan,ConsumerLoan,700,2,0,0,5,2,3,0,0,0,0,0.400000006,0.600000024,0,1,0,0.200000003,0,1,0,4,0,0,0,1,4,0,36,21
25616,112,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,24,2,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,61,1,1,1,Married,GRADUATE,48,M,15000,150,0.666999996,1,0.765999973,NULL,0,NULL,0,0,0,0,0,1.037999988,0,0,others,others,691,2,0,0,3,2,1,2,1,0.333000004,0.666999996,0.666999996,0.333000004,2,1,0.666999996,0.333000004,2,1,0,1,0,0,0,1,2,1,40,2
25617,81,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,94,1,1,0,Married,12TH,39,M,23000,149,0.800000012,0.5,0.312000006,NULL,0,NULL,0,0,0,0,0,7.677999973,0,0,ConsumerLoan,ConsumerLoan,682,2,0,0,5,4,1,1,0,0,0.200000003,0.800000012,0.200000003,2,0,0.400000006,0,0,0,0,4,0,0,0,0,5,1,42,5
25618,92,27,10,2,27,27,0,1,1,0,27,0,0,16,0,2,0,0,0,0,0,0,0,0,0,27,7,0,0,0,0,0,0,358,1,0,0,Married,SSC,35,M,33000,100,0.833000004,0,0.192000002,NULL,0,NULL,0,0,0,0,0,1.947999954,0,0,others,ConsumerLoan,678,2,0,0,6,5,1,0,0,0,0,0.833000004,0.166999996,3,0,0.5,0,1,0,0,5,0,0,0,0,6,1,51,9
25619,70,26,2,11,213,91,5,6,1,183,213,9,8,83,11,23,0,0,0,0,0,0,0,0,0,20,6,0,0,0,2,0,2,197,2,0,0,Married,POST-GRADUATE,33,M,15000,128,0.444000006,1,0.976999998,NULL,0,NULL,0,0,0,0,0,5.666999817,1,1,PL,others,701,3,0,0,9,4,5,1,1,0.111000001,0.111000001,0.444000006,0.555999994,1,1,0.111000001,0.111000001,0,2,0,0,4,1,0,8,1,2,106,5
25620,864,35,24,12,120,60,0,0,0,0,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,60,1,0,0,0,0,0,0,1827,0,0,0,Married,12TH,53,F,20000,66,0.5,1,0.948000014,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,others,681,2,0,0,2,1,1,1,0,0,0.5,0.5,0.5,1,0,0.5,0,1,2,0,0,0,0,0,2,0,0,61,3
25621,39,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,2,2,3,1,3,109,10,4,0,Married,12TH,29,M,17500,95,0.800000012,0.333000004,0.97299999,0.861000001,1,NULL,0,0.333000004,1,0.333000004,1,0.903999984,0,1,CC,ConsumerLoan,691,2,1,0,5,4,1,1,0,0,0.200000003,0.800000012,0.200000003,3,1,0.600000024,0.200000003,3,1,1,0,0,3,0,4,1,0,32,5
25622,56,12,4,9,72,39,2,8,6,39,72,7,3,2,2,2,0,0,0,0,0,0,0,0,0,39,8,1,1,1,5,1,5,128,6,2,0,Married,GRADUATE,29,M,30000,116,0.286000013,0,0.712000012,NULL,0,NULL,0,0.200000003,1,0.200000003,1,6.632999897,0,0,CC,ConsumerLoan,672,2,0,0,7,2,5,0,1,0.143000007,0,0.286000013,0.713999987,0,3,0,0.42899999,0,0,0,4,0,0,0,0,7,3,29,13
25623,36,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,3,3,5,4,4,Single,SSC,24,M,16500,54,0.333000004,0.5,0.586000025,NULL,0,NULL,0,1,0,1,0,0.908999979,0,0,PL,ConsumerLoan,656,4,0,0,3,1,2,1,1,0.333000004,0.333000004,0.333000004,0.666999996,2,2,0.666999996,0.666999996,0,0,0,3,0,0,0,0,3,0,15,3
25624,638,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,6,6,6,Married,GRADUATE,34,F,23500,77,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,1,0,ConsumerLoan,others,663,3,0,0,4,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,4,0,0,54,41
25625,NULL,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,4,4,3,Married,12TH,29,M,15000,66,1,1,0.583000004,NULL,0,NULL,0,0,0,0,0,0.800000012,0,0,ConsumerLoan,others,652,4,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,3,3
25626,63,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,2,2,4,1,3,6,16,10,5,Married,12TH,32,M,20000,105,0.5,0.5,1.008000016,NULL,0,NULL,1,0.333000004,1,0.25,1,NULL,0,0,ConsumerLoan,ConsumerLoan,654,4,0,0,2,1,1,1,0,0,0.5,0.5,0.5,2,1,1,0.5,0,1,0,0,0,0,1,1,1,0,9,6
25627,41,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,41,5,11,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Single,UNDER GRADUATE,23,M,15000,98,0.333000004,1,1.001000047,NULL,0,NULL,0,0,0,0,0,NULL,1,0,others,others,705,1,0,0,3,1,2,1,1,0.333000004,0.333000004,0.333000004,0.666999996,1,1,0.333000004,0.333000004,0,0,0,0,3,0,0,3,0,0,54,1
25628,73,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1238,0,0,0,Married,SSC,33,M,20000,202,0.166999996,0,0.166999996,NULL,0,NULL,0,0,0,0,0,3,0,0,ConsumerLoan,ConsumerLoan,697,2,0,0,6,1,5,0,0,0,0,0.166999996,0.833000004,1,0,0.166999996,0,0,0,0,6,0,0,0,0,6,0,41,8
25629,52,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,26,5,11,0,0,0,0,0,0,0,0,0,0,17,0,0,0,4,0,1,33,10,5,2,Married,OTHERS,31,M,35000,143,0.481000006,0.57099998,0.883000016,NULL,0,0.507000029,1,0,0,0,0,8.00399971,0,1,others,others,688,2,0,1,27,13,14,8,5,0.185000002,0.296000004,0.481000006,0.518999994,14,5,0.518999994,0.185000002,3,4,0,15,0,1,1,5,22,6,52,2
25630,45,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,9,5,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,2,2,9,4,3,3,Married,12TH,45,M,20000,180,1,0,0.713,NULL,0,NULL,0,1,0,1,0,NULL,0,0,ConsumerLoan,others,653,4,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,9,9
25631,2450,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3314,0,0,0,Married,SSC,45,M,35000,258,0,0,0,NULL,0,NULL,1,0,0,0,0,NULL,0,0,others,others,704,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,95,95
25632,70,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,270,2,0,0,Married,12TH,41,M,12000,66,0.666999996,0.5,0.837000012,NULL,0,NULL,0,0,0,0,0,1.25,0,0,PL,others,693,2,0,0,3,2,1,1,1,0.333000004,0.333000004,0.666999996,0.333000004,2,1,0.666999996,0.333000004,0,0,0,0,0,0,0,2,1,3,15,3
25633,153,32,6,10,86,55,0,4,4,0,10,3,1,1,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,0,0,0,0,371,0,0,0,Married,12TH,25,M,23000,106,0.666999996,0,0.458000004,NULL,0,NULL,0,0,0,0,0,0.477999985,0,0,ConsumerLoan,others,686,2,0,0,3,2,1,0,1,0.333000004,0,0.666999996,0.333000004,0,1,0,0.333000004,0,1,0,2,0,0,0,1,2,0,50,12
25634,81,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,5,4,5,0,0,0,0,0,0,0,0,0,0,20,1,1,1,8,5,8,10,18,10,4,Married,SSC,28,M,30000,85,0.666999996,0.5,0.869000018,NULL,0,0.68599999,1,0.625,1,0.625,1,4.308000088,0,0,PL,ConsumerLoan,656,4,0,1,12,8,4,5,3,0.25,0.416999996,0.666999996,0.333000004,10,4,0.833000004,0.333000004,3,1,0,7,0,0,1,1,11,3,21,2
25635,138,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,227,1,0,0,Single,GRADUATE,28,M,26000,107,0.5,0,0.643000007,NULL,0,NULL,0,0,0,0,0,1.253000021,1,0,others,others,694,2,0,0,4,2,2,0,1,0.25,0,0.5,0.5,2,1,0.5,0.25,0,0,0,1,1,0,0,1,3,2,40,7
25636,73,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,2,2,1,2,41,7,3,2,Married,12TH,30,M,15000,66,0.625,0.200000003,0.649999976,0.832000017,1,0.531000018,1,0.5,0,0.5,0,22.62299919,0,0,ConsumerLoan,CC,680,2,1,1,8,5,3,1,3,0.375,0.125,0.625,0.375,5,3,0.625,0.375,0,0,3,3,0,0,1,0,8,1,42,3
25637,60,17,17,1,1,1,0,0,0,0,0,0,0,74,7,13,0,0,0,0,0,0,0,0,0,1,12,0,0,0,1,0,0,2,1,1,1,Single,UNDER GRADUATE,35,M,40000,191,0.187999994,1,1,NULL,0,NULL,0,0,0,0,0,3.5,1,0,ConsumerLoan,HL,692,2,0,0,32,6,26,4,3,0.093999997,0.125,0.187999994,0.811999977,4,5,0.125,0.156000003,1,7,0,0,20,0,0,27,5,5,125,3
25638,37,14,2,14,22,22,5,11,6,22,22,0,0,47,5,15,0,0,0,0,0,0,0,0,0,22,4,1,0,0,0,0,0,291,1,0,0,Married,SSC,36,M,25000,66,0.635999978,0.75,0.98299998,NULL,1,NULL,0,0,0,0,0,2.78399992,1,0,others,AL,703,1,0,0,11,7,4,3,1,0.090999998,0.273000002,0.635999978,0.363999993,4,1,0.363999993,0.090999998,1,2,1,2,1,0,0,7,4,5,31,3
25639,64,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,11,8,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,2,1,Married,GRADUATE,28,M,18000,50,0.666999996,0.5,0.968999982,NULL,0,NULL,0,0,0,0,0,5.556000233,0,0,others,others,698,2,0,0,3,2,1,1,0,0,0.333000004,0.666999996,0.333000004,2,0,0.666999996,0,1,1,0,0,0,0,0,2,1,2,61,6
25640,31,4,4,1,26,26,1,1,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,9,0,0,0,0,0,0,8,4,2,1,Married,12TH,30,M,15000,77,0.833000004,0,0.136999995,NULL,0,NULL,0,0,0,0,0,6.296999931,0,0,ConsumerLoan,ConsumerLoan,665,3,0,0,6,5,1,0,1,0.166999996,0,0.833000004,0.166999996,2,1,0.333000004,0.166999996,1,0,0,6,0,0,0,0,6,0,24,8
25641,NULL,4,4,1,27,27,1,1,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,4,0,0,0,1,0,0,11,2,2,2,Married,GRADUATE,26,M,45000,63,1,1,0.307999998,NULL,0,0.193000004,1,0,0,0,0,1.465999961,0,0,ConsumerLoan,others,662,3,0,1,2,2,0,1,0,0,0.5,1,0,1,0,0.5,0,2,0,0,1,0,0,1,0,2,0,14,2
25642,99,25,25,1,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,5,0,0,0,1,1,1,86,4,4,1,Married,POST-GRADUATE,27,M,20000,114,0.666999996,1,0.388000011,NULL,0,NULL,0,1,0,1,0,0.925000012,0,0,HL,others,659,3,0,0,3,2,1,1,0,0,0.333000004,0.666999996,0.333000004,1,1,0.333000004,0.333000004,1,1,0,1,0,0,0,2,1,1,29,4
25643,111,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,58,10,24,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,101,1,1,0,Married,UNDER GRADUATE,39,M,25000,126,0.57099998,1,1.039999962,NULL,0,NULL,0,0,0,0,0,2.844000101,1,0,others,others,733,1,0,0,7,4,3,1,0,0,0.143000007,0.57099998,0.42899999,1,0,0.143000007,0,2,0,0,1,1,0,0,5,2,5,116,3
25644,68,23,2,11,32,2,4,7,3,2,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,POST-GRADUATE,56,M,32134,389,1,0,0.238999993,NULL,0,0.238999993,1,0,0,0,0,12.44799995,0,0,others,others,672,2,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,48,48
25645,373,31,29,3,34,3,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,3,8,1,1,1,3,1,2,53,5,3,1,Married,SSC,33,M,35000,126,0.118000001,0,0,NULL,0,NULL,0,0.5,1,0.333000004,1,0.48300001,1,0,ConsumerLoan,ConsumerLoan,645,4,0,0,17,2,15,0,0,0,0,0.118000001,0.882000029,0,0,0,0,0,0,0,1,16,0,0,16,1,0,46,21
25646,163,13,13,1,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2,0,0,0,0,0,0,887,0,0,0,Single,UNDER GRADUATE,29,M,33000,61,0.166999996,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,1,ConsumerLoan,ConsumerLoan,752,1,0,0,6,1,5,0,3,0.5,0,0.166999996,0.833000004,0,3,0,0.5,0,0,0,4,0,1,0,1,5,1,297,21
25647,77,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,1,1,1,Single,OTHERS,46,F,27000,251,0.5,0,0.25,NULL,0,NULL,0,0,0,0,0,1.396999955,0,0,ConsumerLoan,others,685,2,0,0,4,2,2,0,2,0.5,0,0.5,0.5,2,2,0.5,0.5,1,0,0,2,0,0,0,0,4,2,16,8
25648,99,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,1,2,2,1,Single,12TH,25,M,15000,71,0.5,1,0.400000006,NULL,0,NULL,0,1,0,1,0,0.933000028,0,0,others,PL,672,2,0,0,2,1,1,1,0,0,0.5,0.5,0.5,1,0,0.5,0,0,0,0,1,0,0,0,1,1,1,28,6
25649,40,8,7,2,19,19,0,2,2,0,19,0,0,3,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,268,1,0,0,Married,12TH,41,M,14000,125,0,0,0,NULL,0,NULL,0,0,0,0,0,NULL,0,0,ConsumerLoan,ConsumerLoan,683,2,0,0,2,0,2,0,1,0.5,0,0,1,1,1,0.5,0.5,0,0,0,1,0,0,0,1,1,1,36,9
25650,43,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,4,3,3,Single,UNDER GRADUATE,27,M,25000,77,1,0,0.55400002,NULL,0,NULL,0,0,0,0,0,1.085999966,0,0,ConsumerLoan,ConsumerLoan,657,4,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,10,10
25651,63,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,4,3,2,1,Married,GRADUATE,41,M,25000,144,1,0.333000004,0.361999989,NULL,0,NULL,0,0,0,0,0,3.880000114,0,0,ConsumerLoan,ConsumerLoan,679,2,0,0,4,4,0,1,0,0,0.25,1,0,3,0,0.75,0,0,1,0,3,0,0,0,1,3,0,21,6
25652,63,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,527,0,0,0,Married,12TH,26,M,23000,66,0.333000004,0,0.442999989,NULL,0,NULL,0,0,0,0,0,NULL,0,0,others,PL,690,2,0,0,3,1,2,0,0,0,0,0.333000004,0.666999996,0,0,0,0,0,1,0,2,0,0,0,1,2,0,36,17
25653,90,NULL,NULL,0,NULL,0,0,0,0,NULL,NULL,0,0,21,6,12,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Single,UNDER GRADUATE,28,M,15000,17,0.25,1,1,NULL,0,NULL,0,0,0,0,0,NULL,1,0,others,others,700,2,0,0,4,1,3,1,1,0.25,0.25,0.25,0.75,1,1,0.25,0.25,1,0,0,0,2,0,0,4,0,2,42,3
25654,189,8,8,1,43,43,0,1,1,0,43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,0,0,0,1,1,1,123,1,1,0,Married,12TH,31,M,22500,277,0,0,0,NULL,0,NULL,0,1,0,1,0,NULL,1,0,PL,others,665,3,0,0,3,0,3,0,2,0.666999996,0,0,1,0,2,0,0.666999996,0,0,0,1,2,0,0,2,1,0,29,14
25655,391,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,65,2,2,1,Married,12TH,34,M,20000,188,0.5,1,0.833000004,NULL,0,NULL,0,0,0,0,0,0.600000024,0,0,ConsumerLoan,ConsumerLoan,677,2,0,0,2,1,1,1,1,0.5,0.5,0.5,0.5,1,1,0.5,0.5,1,0,0,2,0,0,0,0,2,0,27,3
25656,65,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,18,1,6,0,0,0,0,0,0,0,0,0,0,21,4,0,1,5,0,1,67,6,4,2,Married,UNDER GRADUATE,33,M,40000,74,0.159999996,0.666999996,0.941999972,NULL,0,NULL,0,0,0,0,0,0.796999991,1,1,others,others,698,2,0,0,25,4,21,4,3,0.119999997,0.159999996,0.159999996,0.839999974,6,5,0.239999995,0.200000003,2,0,0,9,9,1,0,15,10,6,62,2
25657,85,34,17,5,72,13,0,0,0,0,0,3,1,82,12,41,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,9,3,3,3,Married,GRADUATE,30,F,16000,41,0.349999994,0.666999996,0.866999984,NULL,0,0.953000009,1,0,0,0,0,10.53999996,1,0,others,others,711,1,0,1,20,7,13,4,1,0.050000001,0.200000003,0.349999994,0.649999976,6,5,0.300000012,0.25,4,0,0,2,15,0,1,16,4,2,105,2
25658,88,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,42,6,12,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,5,5,5,Married,SSC,28,M,18000,37,0.57099998,1,0.921000004,NULL,0,NULL,0,0,0,0,0,3.874000072,1,0,ConsumerLoan,ConsumerLoan,661,3,0,0,7,4,3,4,1,0.143000007,0.57099998,0.57099998,0.42899999,4,2,0.57099998,0.286000013,3,0,0,3,3,0,0,4,3,1,33,2
25659,329,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Married,GRADUATE,30,M,80000,77,0.400000006,0.5,1.036999941,NULL,0,NULL,0,0,0,0,0,NULL,1,0,others,others,686,2,0,0,5,2,3,1,1,0.200000003,0.200000003,0.400000006,0.600000024,2,1,0.400000006,0.200000003,2,0,0,0,5,0,0,5,0,0,32,2
25660,41,10,10,1,25,25,0,1,1,0,25,0,0,34,4,10,0,0,0,0,0,0,0,0,0,25,2,1,0,0,0,0,0,221,1,0,0,Single,GRADUATE,25,M,35000,102,1,0,0.861999989,0.301999986,1,0.786000013,1,0,0,0,0,12.08699989,0,0,others,CC,693,2,1,1,5,5,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,1,0,5,2,85,16
25661,82,NULL,NULL,0,NULL,0,0,0,0,0,0,0,0,43,3,3,0,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,0,126,3,2,0,Single,POST-GRADUATE,24,M,12610,30,0.400000006,0.666999996,0.901000023,1,1,NULL,0,0,1,0,1,1.335999966,0,0,CC,ConsumerLoan,698,2,1,0,10,4,6,2,1,0.100000001,0.200000003,0.400000006,0.600000024,3,2,0.300000012,0.200000003,2,0,1,2,0,0,0,7,3,7,40,4
